	
	Sensitivity=500 mV/nA,, Reserve=Normal,, Time Constant=100ms,, Low Pass Filter=24 dB/oct	
	Daten erstellt am: 	2018_10_11	
	***End of Header***
Stepwith 	Channel X LIA [V] 	Channel Y LIA [V] 	Amplitude LIA [V] 	Phase [°] 	Frequency [Hz] 	Temp Sensor 1 	Temp Sensor 2 	Current I [A]	Voltage over Resistance for Current [V] 
-1.000000E+3	-2.531368E-1	1.778741E-1	3.093823E-1	1.449051E+2	3.925480E+4	3.301480E+2	2.871080E+2	-4.830920E-2	-4.600877E-4
-2.000000E+3	-2.531594E-1	1.778742E-1	3.094009E-1	1.449075E+2	3.925480E+4	3.301480E+2	2.871170E+2	0.000000E+0	
-3.000000E+3	-2.531366E-1	1.778747E-1	3.093825E-1	1.449049E+2	3.925480E+4	3.301480E+2	2.870980E+2	0.000000E+0	
-4.000000E+3	-2.531596E-1	1.778747E-1	3.094014E-1	1.449074E+2	3.925480E+4	3.301480E+2	2.871160E+2	0.000000E+0	
-5.000000E+3	-2.531599E-1	1.778742E-1	3.094013E-1	1.449075E+2	3.925480E+4	3.301480E+2	2.871010E+2	0.000000E+0	
-6.000000E+3	-2.531370E-1	1.778524E-1	3.093700E-1	1.449084E+2	3.925480E+4	3.301480E+2	2.871040E+2	0.000000E+0	
-7.000000E+3	-2.531591E-1	1.778520E-1	3.093879E-1	1.449108E+2	3.925480E+4	3.301480E+2	2.871150E+2	0.000000E+0	
-8.000000E+3	-2.531597E-1	1.778516E-1	3.093881E-1	1.449109E+2	3.925480E+4	3.301480E+2	2.871070E+2	0.000000E+0	
-9.000000E+3	-2.531603E-1	1.778742E-1	3.094016E-1	1.449076E+2	3.925480E+4	3.301480E+2	2.871000E+2	0.000000E+0	
-1.000000E+4	-2.531595E-1	1.778520E-1	3.093882E-1	1.449108E+2	3.925480E+4	3.301480E+2	2.871090E+2	0.000000E+0	
-1.100000E+4	-2.531597E-1	1.778739E-1	3.094009E-1	1.449075E+2	3.925480E+4	3.301480E+2	2.871070E+2	0.000000E+0	
